"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","185","272","313","390","399","431","494","Epi_ref"
"group_1110","","hypothetical protein","1","1","1","2","265","3","37","","158","158","158","","JABOOPHC_02289","","","","","",""
"group_1111","","hypothetical protein","1","1","1","2","2717","3","38","","272","272","272","","JABOOPHC_02290","","","","","",""
"group_1112","","hypothetical protein","1","1","1","2","2718","3","39","","209","209","209","","JABOOPHC_02291","","","","","",""
"group_1113","","hypothetical protein","1","1","1","2","2719","3","40","","707","707","707","","JABOOPHC_02292","","","","","",""
"group_1114","","hypothetical protein","1","1","1","2","2720","3","41","","698","698","698","","JABOOPHC_02293","","","","","",""
"group_1118","","hypothetical protein","1","1","1","2","2857","1","216","","149","149","149","","","OAPGLPBN_00026","","","","",""
"tarI1_1","","Ribitol-5-phosphate cytidylyltransferase 1","1","1","1","2","2858","1","217","","716","716","716","","","OAPGLPBN_00027","","","","",""
"group_112","tarL","Teichoic acid ribitol-phosphate polymerase TarL","1","1","1","2","425","272","1","","305","305","305","","","","","HCLGMOMD_00231","","",""
"tarJ","","Ribulose-5-phosphate reductase 1","1","1","1","2","2859","1","218","","1025","1025","1025","","","OAPGLPBN_00028","","","","",""
"tarL_1","","Teichoic acid ribitol-phosphate polymerase TarL","1","1","1","2","2860","1","219","","1688","1688","1688","","","OAPGLPBN_00029","","","","",""
"group_1122","","putative protein","1","1","1","2","59","1","226","","779","779","779","","","OAPGLPBN_00039","","","","",""
"yflS_1","","Putative malate transporter YflS","1","1","1","2","3209","255","1","","1049","1049","1049","","","OAPGLPBN_00130","","","","",""
"group_1129","yflS_2","Putative malate transporter YflS","1","1","1","2","3210","255","2","","419","419","419","","","OAPGLPBN_00131","","","","",""
"group_1145","","hypothetical protein","1","1","1","2","183","1","511","","1142","1142","1142","","","OAPGLPBN_02211","","","","",""
"bin3","","Putative transposon Tn552 DNA-invertase bin3","1","1","1","2","184","1","512","","602","602","602","","","OAPGLPBN_02212","","","","",""
"group_1147","","hypothetical protein","1","1","1","2","186","1","514","","1616","1616","1616","","","OAPGLPBN_02214","","","","",""
"group_1148","gtfA_5","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit","1","1","1","2","187","1","515","","1484","1484","1484","","","OAPGLPBN_02215","","","","",""
"group_1150","","hypothetical protein","1","1","1","2","3108","1","510","","374","374","374","","","OAPGLPBN_02217","","","","",""
"group_1151","","hypothetical protein","1","1","1","2","3109","1","174","","452","452","452","","","OAPGLPBN_02218","","","","",""
"group_1154","","hypothetical protein","1","1","1","2","3105","1","171","","365","365","365","","","OAPGLPBN_02222","","","","",""
"group_1156","","hypothetical protein","1","1","1","2","3103","1","158","","704","704","704","","","OAPGLPBN_02224","","","","",""
"group_1157","","hypothetical protein","1","1","1","2","3102","1","157","","359","359","359","","","OAPGLPBN_02225","","","","",""
"group_116","","hypothetical protein","1","1","1","2","3110","1","175","","1208","1208","1208","","","OAPGLPBN_02219","","","","",""
"group_1160","","hypothetical protein","1","1","1","2","2938","1","153","","179","179","179","","","OAPGLPBN_02228","","","","",""
"group_1161","","hypothetical protein","1","1","1","2","2939","1","152","","737","737","737","","","OAPGLPBN_02229","","","","",""
"group_1162","","hypothetical protein","1","1","1","2","2940","1","127","","395","395","395","","","OAPGLPBN_02230","","","","",""
"group_1163","","hypothetical protein","1","1","1","2","3024","1","116","","740","740","740","","","OAPGLPBN_02234","","","","",""
"group_1164","","hypothetical protein","1","1","1","2","3023","1","115","","200","200","200","","","OAPGLPBN_02235","","","","",""
"parA","","Chromosome partitioning protein ParA","1","1","1","2","3022","1","114","","794","794","794","","","OAPGLPBN_02236","","","","",""
"group_1166","","hypothetical protein","1","1","1","2","229","196","1","","236","236","236","","","","PLNEIAEP_00027","","","",""
"pspA","","Phosphoserine phosphatase 1","1","1","1","2","2689","151","1","","590","590","590","","","","PLNEIAEP_00051","","","",""
"group_1168","xerC_1","Tyrosine recombinase XerC","1","1","1","2","278","3","114","","1217","1217","1217","","","","PLNEIAEP_00066","","","",""
"group_1169","","hypothetical protein","1","1","1","2","279","3","113","","554","554","554","","","","PLNEIAEP_00067","","","",""
"group_1170","","hypothetical protein","1","1","1","2","280","3","112","","656","656","656","","","","PLNEIAEP_00068","","","",""
"group_1171","","hypothetical protein","1","1","1","2","281","3","111","","221","221","221","","","","PLNEIAEP_00069","","","",""
"group_1172","","hypothetical protein","1","1","1","2","282","3","110","","272","272","272","","","","PLNEIAEP_00070","","","",""
"group_1173","","hypothetical protein","1","1","1","2","277","3","36","","344","344","344","","","","PLNEIAEP_00072","","","",""
"group_1174","","hypothetical protein","1","1","1","2","253","3","20","","644","644","644","","","","PLNEIAEP_00076","","","",""
"group_1175","","hypothetical protein","1","1","1","2","231","3","19","","584","584","584","","","","PLNEIAEP_00077","","","",""
"group_1176","","hypothetical protein","1","1","1","2","2687","3","10","","185","185","185","","","","PLNEIAEP_00085","","","",""
"group_1177","","hypothetical protein","1","1","1","2","2014","3","126","","152","152","152","","","","PLNEIAEP_00089","","","",""
"group_1178","","hypothetical protein","1","1","1","2","2016","3","2","","401","401","401","","","","PLNEIAEP_00091","","","",""
"group_1179","","hypothetical protein","1","1","1","2","2015","3","1","","248","248","248","","","","PLNEIAEP_00092","","","",""
"group_1180","","hypothetical protein","1","1","1","2","2019","182","1","","671","671","671","","","","PLNEIAEP_00100","","","",""
"group_1181","","hypothetical protein","1","1","1","2","442","209","1","","575","575","575","","","","PLNEIAEP_00197","","","",""
"group_1182","","hypothetical protein","1","1","1","2","459","192","1","","209","209","209","","","","PLNEIAEP_00215","","","",""
"group_1183","arsC","Arsenate reductase","1","1","1","2","477","140","1","","398","398","398","","","","PLNEIAEP_00231","","","",""
"arsB","","Arsenical pump membrane protein","1","1","1","2","482","140","2","","1292","1292","1292","","","","PLNEIAEP_00232","","","",""
"sdpR","","Transcriptional repressor SdpR","1","1","1","2","483","140","3","","317","317","317","","","","PLNEIAEP_00233","","","",""
"group_1186","","5'-nucleotidase","1","1","1","2","423","180","1","","647","647","647","","","","PLNEIAEP_00240","","","",""
"proP","","Proline/betaine transporter","1","1","1","2","494","207","1","","1421","1421","1421","","","","PLNEIAEP_00245","","","",""
"group_1188","","hypothetical protein","1","1","1","2","420","222","1","","359","359","359","","","","PLNEIAEP_00251","","","",""
"group_1189","","hypothetical protein","1","1","1","2","298","194","1","","473","473","473","","","","PLNEIAEP_00345","","","",""
"group_1190","zwf_2","Glucose-6-phosphate 1-dehydrogenase","1","1","1","2","1849","191","1","","656","656","656","","","","PLNEIAEP_00587","","","",""
"group_1191","","hypothetical protein","1","1","1","2","726","2","211","","776","776","776","","","","PLNEIAEP_00611","","","",""
"group_1192","","hypothetical protein","1","1","1","2","727","2","210","","449","449","449","","","","PLNEIAEP_00612","","","",""
"group_1193","","hypothetical protein","1","1","1","2","728","2","209","","668","668","668","","","","PLNEIAEP_00613","","","",""
"group_1194","","hypothetical protein","1","1","1","2","725","2","191","","167","167","167","","","","PLNEIAEP_00615","","","",""
"group_1195","lexA_1","LexA repressor","1","1","1","2","724","2","190","","620","620","620","","","","PLNEIAEP_00616","","","",""
"group_1196","","hypothetical protein","1","1","1","2","723","2","189","","239","239","239","","","","PLNEIAEP_00617","","","",""
"group_1197","","hypothetical protein","1","1","1","2","722","2","188","","137","137","137","","","","PLNEIAEP_00618","","","",""
"group_1198","","hypothetical protein","1","1","1","2","721","2","187","","554","554","554","","","","PLNEIAEP_00619","","","",""
"group_1199","","hypothetical protein","1","1","1","2","720","2","186","","746","746","746","","","","PLNEIAEP_00620","","","",""
"group_12","","IS3 family transposase ISSau4","1","1","1","2","2835","1","536","","311","311","311","","","","PLNEIAEP_02355","","","",""
"group_1200","","hypothetical protein","1","1","1","2","719","2","185","","170","170","170","","","","PLNEIAEP_00621","","","",""
"group_1201","","hypothetical protein","1","1","1","2","718","2","184","","212","212","212","","","","PLNEIAEP_00622","","","",""
"group_1202","","hypothetical protein","1","1","1","2","717","2","183","","233","233","233","","","","PLNEIAEP_00623","","","",""
"group_1203","","hypothetical protein","1","1","1","2","716","2","182","","338","338","338","","","","PLNEIAEP_00624","","","",""
"group_1204","","hypothetical protein","1","1","1","2","715","2","181","","209","209","209","","","","PLNEIAEP_00625","","","",""
"group_1205","","hypothetical protein","1","1","1","2","714","2","180","","146","146","146","","","","PLNEIAEP_00626","","","",""
"group_1206","","hypothetical protein","1","1","1","2","713","2","179","","281","281","281","","","","PLNEIAEP_00627","","","",""
"group_1207","","hypothetical protein","1","1","1","2","368","2","178","","191","191","191","","","","PLNEIAEP_00628","","","",""
"group_1208","","hypothetical protein","1","1","1","2","369","2","177","","263","263","263","","","","PLNEIAEP_00629","","","",""
"group_1209","","hypothetical protein","1","1","1","2","370","2","90","","1949","1949","1949","","","","PLNEIAEP_00630","","","",""
"group_1210","","hypothetical protein","1","1","1","2","371","2","91","","935","935","935","","","","PLNEIAEP_00631","","","",""
"group_1211","","hypothetical protein","1","1","1","2","372","2","92","","485","485","485","","","","PLNEIAEP_00632","","","",""
"group_1212","ssbA_2","Single-stranded DNA-binding protein A","1","1","1","2","373","2","93","","467","467","467","","","","PLNEIAEP_00633","","","",""
"group_1213","","hypothetical protein","1","1","1","2","374","2","94","","938","938","938","","","","PLNEIAEP_00634","","","",""
"group_1214","","hypothetical protein","1","1","1","2","375","2","95","","227","227","227","","","","PLNEIAEP_00635","","","",""
"group_1215","","hypothetical protein","1","1","1","2","376","2","96","","407","407","407","","","","PLNEIAEP_00636","","","",""
"group_1216","dut","Deoxyuridine 5'-triphosphate nucleotidohydrolase","1","1","1","2","377","2","97","","425","425","425","","","","PLNEIAEP_00637","","","",""
"group_1217","","hypothetical protein","1","1","1","2","378","2","98","","302","302","302","","","","PLNEIAEP_00638","","","",""
"group_1218","","hypothetical protein","1","1","1","2","379","2","99","","182","182","182","","","","PLNEIAEP_00639","","","",""
"group_1219","","hypothetical protein","1","1","1","2","367","2","149","","446","446","446","","","","PLNEIAEP_00641","","","",""
"group_1220","","hypothetical protein","1","1","1","2","366","2","148","","350","350","350","","","","PLNEIAEP_00642","","","",""
"group_1221","","hypothetical protein","1","1","1","2","816","2","147","","485","485","485","","","","PLNEIAEP_00643","","","",""
"group_1222","","hypothetical protein","1","1","1","2","817","2","146","","1757","1757","1757","","","","PLNEIAEP_00644","","","",""
"group_1223","","hypothetical protein","1","1","1","2","818","2","145","","194","194","194","","","","PLNEIAEP_00645","","","",""
"group_1224","","hypothetical protein","1","1","1","2","822","2","134","","1325","1325","1325","","","","PLNEIAEP_00648","","","",""
"group_1225","","hypothetical protein","1","1","1","2","823","2","133","","341","341","341","","","","PLNEIAEP_00649","","","",""
"group_1226","","hypothetical protein","1","1","1","2","824","2","132","","329","329","329","","","","PLNEIAEP_00650","","","",""
"group_1227","","hypothetical protein","1","1","1","2","825","2","131","","266","266","266","","","","PLNEIAEP_00651","","","",""
"group_1228","","hypothetical protein","1","1","1","2","826","2","130","","404","404","404","","","","PLNEIAEP_00652","","","",""
"group_1229","","hypothetical protein","1","1","1","2","827","2","129","","626","626","626","","","","PLNEIAEP_00653","","","",""
"group_1230","","hypothetical protein","1","1","1","2","828","2","128","","185","185","185","","","","PLNEIAEP_00654","","","",""
"group_1231","","hypothetical protein","1","1","1","2","830","2","106","","152","152","152","","","","PLNEIAEP_00656","","","",""
"group_1232","","hypothetical protein","1","1","1","2","831","2","107","","4712","4712","4712","","","","PLNEIAEP_00657","","","",""
"group_1235","","hypothetical protein","1","1","1","2","841","2","115","","398","398","398","","","","PLNEIAEP_00666","","","",""
"group_1236","","hypothetical protein","1","1","1","2","842","2","114","","410","410","410","","","","PLNEIAEP_00667","","","",""
"group_1237","divIB","Cell division protein DivIB","1","1","1","2","1703","184","1","","1397","1397","1397","","","","PLNEIAEP_00793","","","",""
"group_1238","","hypothetical protein","1","1","1","2","851","174","1","","449","449","449","","","","PLNEIAEP_00804","","","",""
"group_1239","","hypothetical protein","1","1","1","2","1678","193","1","","206","206","206","","","","PLNEIAEP_00815","","","",""
"group_1240","thiN","Thiamine pyrophosphokinase","1","1","1","2","1662","197","1","","635","635","635","","","","PLNEIAEP_00831","","","",""
"group_1241","","hypothetical protein","1","1","1","2","1574","137","3","","173","173","173","","","","PLNEIAEP_00919","","","",""
"group_1242","","hypothetical protein","1","1","1","2","1573","137","4","","377","377","377","","","","PLNEIAEP_00920","","","",""
"group_1243","","hypothetical protein","1","1","1","2","1561","137","2","","140","140","140","","","","PLNEIAEP_00921","","","",""
"group_1244","","hypothetical protein","1","1","1","2","1562","137","1","","683","683","683","","","","PLNEIAEP_00922","","","",""
"group_1245","","hypothetical protein","1","1","1","2","857","18","1","","1094","1094","1094","","","","PLNEIAEP_00928","","","",""
