"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","313","Epi_ref"
"pth","","Peptidyl-tRNA hydrolase","2","2","1","2","1500","","","","572","572","572","OAPGLPBN_02079","ECPKFHDG_02182"
"group_9","","hypothetical protein","2","2","1","2","895","","","","227","398","312","OAPGLPBN_00789","ECPKFHDG_00886"
"yugI","","General stress protein 13","2","2","1","2","1865","","","","380","380","380","OAPGLPBN_01696","ECPKFHDG_01799"
"aldA_2","","Lactaldehyde dehydrogenase","2","2","1","2","457","","","","1424","1424","1424","OAPGLPBN_00343","ECPKFHDG_00442"
"group_902","","hypothetical protein","2","2","1","2","378","","","","431","431","431","OAPGLPBN_00264","ECPKFHDG_00364"
"group_903","","hypothetical protein","2","2","1","2","1855","","","","1154","1154","1154","OAPGLPBN_01706","ECPKFHDG_01809"
"group_904","","hypothetical protein","2","2","1","2","984","","","","617","617","617","OAPGLPBN_00905","ECPKFHDG_01011"
"group_905","","hypothetical protein","2","2","1","2","1073","","","","689","689","689","OAPGLPBN_01002","ECPKFHDG_01106"
"ansB","","L-asparaginase","2","2","1","2","1280","","","","968","968","968","OAPGLPBN_01209","ECPKFHDG_01313"
"group_907","","hypothetical protein","2","2","1","2","1918","","","","371","371","371","OAPGLPBN_01643","ECPKFHDG_01747"
"ezrA","","Septation ring formation regulator EzrA","2","2","1","2","1062","","","","1694","1694","1694","OAPGLPBN_00991","ECPKFHDG_01095"
"manP","","PTS system mannose-specific EIIBCA component","2","2","1","2","307","","","","1940","1940","1940","OAPGLPBN_00190","ECPKFHDG_00294"
"group_910","","hypothetical protein","2","2","1","2","929","","","","986","986","986","OAPGLPBN_00820","ECPKFHDG_00926"
"proS","","Proline--tRNA ligase","2","2","1","2","2138","","","","1703","1703","1703","OAPGLPBN_01420","ECPKFHDG_01524"
"sufU","","Zinc-dependent sulfurtransferase SufU","2","2","1","2","1827","","","","464","464","464","OAPGLPBN_01734","ECPKFHDG_01837"
"group_913","","hypothetical protein","2","2","1","2","2185","","","","647","647","647","OAPGLPBN_01373","ECPKFHDG_01477"
"group_914","","hypothetical protein","2","2","1","2","1406","","","","203","203","203","OAPGLPBN_02178","ECPKFHDG_02280"
"group_915","","hypothetical protein","2","2","1","2","777","","","","1190","1190","1190","OAPGLPBN_00673","ECPKFHDG_00771"
"nfrA","","NADPH-dependent oxidoreductase","2","2","1","2","1432","","","","755","755","755","OAPGLPBN_02152","ECPKFHDG_02254"
"citZ","","Citrate synthase 2","2","2","1","2","1084","","","","1121","1121","1121","OAPGLPBN_01013","ECPKFHDG_01117"
"group_918","","Putative thiamine biosynthesis protein","2","2","1","2","246","","","","911","911","911","OAPGLPBN_00129","ECPKFHDG_00234"
"prsA","","Foldase protein PrsA","2","2","1","2","978","","","","977","977","977","OAPGLPBN_00899","ECPKFHDG_01005"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","2","2","1","2","2059","","","","965","965","965","OAPGLPBN_01499","ECPKFHDG_01603"
"group_921","","N-acetyldiaminopimelate deacetylase","2","2","1","2","1548","","","","1187","1187","1187","OAPGLPBN_02015","ECPKFHDG_02118"
"phrA","","Deoxyribodipyrimidine photo-lyase","2","2","1","2","1690","","","","1373","1373","1373","OAPGLPBN_01873","ECPKFHDG_01976"
"group_923","","hypothetical protein","2","2","1","2","434","","","","161","161","161","OAPGLPBN_00320","ECPKFHDG_00420"
"group_924","","hypothetical protein","2","2","1","2","587","","","","389","389","389","OAPGLPBN_00473","ECPKFHDG_00572"
"glmU","","Bifunctional protein GlmU","2","2","1","2","1497","","","","1355","1355","1355","OAPGLPBN_02082","ECPKFHDG_02185"
"larA","","Lactate racemase","2","2","1","2","1606","","","","1268","1268","1268","OAPGLPBN_01957","ECPKFHDG_02060"
"group_927","","hypothetical protein","2","2","1","2","1939","","","","341","341","341","OAPGLPBN_01620","ECPKFHDG_01724"
"scrB","","Sucrose-6-phosphate hydrolase","2","2","1","2","863","","","","1472","1472","1472","OAPGLPBN_00764","ECPKFHDG_00861"
"recQ_1","","ATP-dependent DNA helicase RecQ","2","2","1","2","1277","","","","1379","1379","1379","OAPGLPBN_01206","ECPKFHDG_01310"
"group_930","","hypothetical protein","2","2","1","2","234","","","","1478","1478","1478","OAPGLPBN_00117","ECPKFHDG_00223"
"nagP","","PTS system N-acetylglucosamine-specific EIICB component","2","2","1","2","1054","","","","1436","1436","1436","OAPGLPBN_00983","ECPKFHDG_01087"
"rplB","","50S ribosomal protein L2","2","2","1","2","691","","","","833","833","833","OAPGLPBN_00577","ECPKFHDG_00676"
"panE","","2-dehydropantoate 2-reductase","2","2","1","2","513","","","","932","932","932","OAPGLPBN_00399","ECPKFHDG_00498"
"group_934","","hypothetical protein","2","2","1","2","1503","","","","1190","1190","1190","OAPGLPBN_02076","ECPKFHDG_02179"
"mnhA1","","Na(+)/H(+) antiporter subunit A1","2","2","1","2","1862","","","","2405","2405","2405","OAPGLPBN_01699","ECPKFHDG_01802"
"group_936","","hypothetical protein","2","2","1","2","1445","","","","617","617","617","OAPGLPBN_02139","ECPKFHDG_02241"
"group_937","","hypothetical protein","2","2","1","2","2012","","","","230","230","230","OAPGLPBN_01547","ECPKFHDG_01651"
"bshB2","","putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2","2","2","1","2","1571","","","","665","665","665","OAPGLPBN_01992","ECPKFHDG_02095"
"ltaE","","Low specificity L-threonine aldolase","2","2","1","2","2191","","","","1025","1025","1025","OAPGLPBN_01367","ECPKFHDG_01471"
"dnaA","","Chromosomal replication initiator protein DnaA","2","2","1","2","85","","","","1355","1355","1355","OAPGLPBN_00001","ECPKFHDG_00001"
"group_941","","hypothetical protein","2","2","1","2","975","","","","1196","1196","1196","OAPGLPBN_00896","ECPKFHDG_01002"
"yfhH","","putative protein YfhH","2","2","1","2","946","","","","314","314","314","OAPGLPBN_00837","ECPKFHDG_00943"
"deoC2","","Deoxyribose-phosphate aldolase 2","2","2","1","2","771","","","","662","662","662","OAPGLPBN_00667","ECPKFHDG_00765"
"group_944","","hypothetical protein","2","2","1","2","1255","","","","977","977","977","OAPGLPBN_01184","ECPKFHDG_01288"
"dapE_1","","putative succinyl-diaminopimelate desuccinylase","2","2","1","2","212","","","","1217","1217","1217","OAPGLPBN_00095","ECPKFHDG_00201"
"rnhB","","Ribonuclease HII","2","2","1","2","2121","","","","770","770","770","OAPGLPBN_01437","ECPKFHDG_01541"
"rpsM","","30S ribosomal protein S13","2","2","1","2","712","","","","365","365","365","OAPGLPBN_00598","ECPKFHDG_00697"
"radA","","DNA repair protein RadA","2","2","1","2","1525","","","","1373","1373","1373","OAPGLPBN_02038","ECPKFHDG_02141"
"rimM","","Ribosome maturation factor RimM","2","2","1","2","2115","","","","503","503","503","OAPGLPBN_01443","ECPKFHDG_01547"
"group_950","","Putative multidrug export ATP-binding/permease protein","2","2","1","2","952","","","","1736","1736","1736","OAPGLPBN_00843","ECPKFHDG_00949"
"cysL","","HTH-type transcriptional regulator CysL","2","2","1","2","1472","","","","821","821","821","OAPGLPBN_02110","ECPKFHDG_02213"
"group_952","","hypothetical protein","2","2","1","2","1305","","","","332","332","332","OAPGLPBN_01234","ECPKFHDG_01338"
"rsmD","","Ribosomal RNA small subunit methyltransferase D","2","2","1","2","2026","","","","542","542","542","OAPGLPBN_01533","ECPKFHDG_01637"
"isaA","","putative transglycosylase IsaA","2","2","1","2","400","","","","707","707","707","OAPGLPBN_00286","ECPKFHDG_00386"
"nusG","","Transcription termination/antitermination protein NusG","2","2","1","2","1535","","","","548","548","548","OAPGLPBN_02028","ECPKFHDG_02131"
"hisS","","Histidine--tRNA ligase","2","2","1","2","1139","","","","1274","1274","1274","OAPGLPBN_01068","ECPKFHDG_01172"
"group_957","","hypothetical protein","2","2","1","2","1295","","","","593","593","593","OAPGLPBN_01224","ECPKFHDG_01328"
"zapA","","Cell division protein ZapA","2","2","1","2","2036","","","","266","266","266","OAPGLPBN_01523","ECPKFHDG_01627"
"group_959","","putative metallo-hydrolase","2","2","1","2","1219","","","","623","623","623","OAPGLPBN_01148","ECPKFHDG_01252"
"namA","","NADPH dehydrogenase","2","2","1","2","196","","","","3017","3017","3017","OAPGLPBN_00079","ECPKFHDG_00185"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase","2","2","1","2","386","","","","818","818","818","OAPGLPBN_00272","ECPKFHDG_00372"
"group_962","","hypothetical protein","2","2","1","2","1940","","","","125","125","125","OAPGLPBN_01619","ECPKFHDG_01723"
"group_963","","hypothetical protein","2","2","1","2","253","","","","155","155","155","OAPGLPBN_00136","ECPKFHDG_00240"
"pdhB","","Pyruvate dehydrogenase E1 component subunit beta","2","2","1","2","1994","","","","977","977","977","OAPGLPBN_01565","ECPKFHDG_01669"
"rpsB","","30S ribosomal protein S2","2","2","1","2","2131","","","","788","788","788","OAPGLPBN_01427","ECPKFHDG_01531"
"group_966","","hypothetical protein","2","2","1","2","1660","","","","1010","1010","1010","OAPGLPBN_01903","ECPKFHDG_02006"
"group_967","","hypothetical protein","2","2","1","2","314","","","","500","500","500","OAPGLPBN_00197","ECPKFHDG_00301"
"group_968","","hypothetical protein","2","2","1","2","2213","","","","1025","1025","1025","OAPGLPBN_01345","ECPKFHDG_01449"
"capA","","Capsule biosynthesis protein CapA","2","2","1","2","433","","","","1073","1073","1073","OAPGLPBN_00319","ECPKFHDG_00419"
"group_970","","hypothetical protein","2","2","1","2","372","","","","923","923","923","OAPGLPBN_00258","ECPKFHDG_00358"
"group_971","","hypothetical protein","2","2","1","2","936","","","","284","284","284","OAPGLPBN_00827","ECPKFHDG_00933"
"opuCD_1","","Carnitine transport permease protein OpuCD","2","2","1","2","221","","","","647","647","647","OAPGLPBN_00104","ECPKFHDG_00210"
"oatA_2","","O-acetyltransferase OatA","2","2","1","2","1886","","","","1823","1823","1823","OAPGLPBN_01675","ECPKFHDG_01779"
"group_974","","hypothetical protein","2","2","1","2","1120","","","","140","140","140","OAPGLPBN_01049","ECPKFHDG_01153"
"rplI","","50S ribosomal protein L9","2","2","1","2","99","","","","446","446","446","OAPGLPBN_00015","ECPKFHDG_00015"
"gppA","","Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase","2","2","1","2","489","","","","1532","1532","1532","OAPGLPBN_00375","ECPKFHDG_00474"
"group_977","","hypothetical protein","2","2","1","2","2142","","","","284","284","284","OAPGLPBN_01416","ECPKFHDG_01520"
"yrrK","","Putative pre-16S rRNA nuclease","2","2","1","2","1152","","","","428","428","428","OAPGLPBN_01081","ECPKFHDG_01185"
"group_979","","hypothetical protein","2","2","1","2","1651","","","","1067","1067","1067","OAPGLPBN_01912","ECPKFHDG_02015"
"group_980","","hypothetical protein","2","2","1","2","1455","","","","242","242","242","OAPGLPBN_02129","ECPKFHDG_02231"
"ftnA","","Bacterial non-heme ferritin","2","2","1","2","925","","","","500","500","500","OAPGLPBN_00816","ECPKFHDG_00922"
"group_982","","hypothetical protein","2","2","1","2","1790","","","","233","233","233","OAPGLPBN_01771","ECPKFHDG_01874"
"hisB","","Imidazoleglycerol-phosphate dehydratase","2","2","1","2","269","","","","578","578","578","OAPGLPBN_00152","ECPKFHDG_00256"
"msrAB1","","Peptide methionine sulfoxide reductase MsrA/MsrB 1","2","2","1","2","295","","","","479","479","479","OAPGLPBN_00178","ECPKFHDG_00282"
"hssS","","Heme sensor protein HssS","2","2","1","2","574","","","","1355","1355","1355","OAPGLPBN_00460","ECPKFHDG_00559"
"saeS","","Histidine protein kinase SaeS","2","2","1","2","1703","","","","965","965","965","OAPGLPBN_01860","ECPKFHDG_01963"
"group_987","","Putative flavoprotein monooxygenase","2","2","1","2","193","","","","1106","1106","1106","OAPGLPBN_00076","ECPKFHDG_00182"
"group_988","","hypothetical protein","2","2","1","2","256","","","","560","560","560","OAPGLPBN_00139","ECPKFHDG_00243"
"group_989","","hypothetical protein","2","2","1","2","1943","","","","557","557","557","OAPGLPBN_01616","ECPKFHDG_01720"
"rex","","Redox-sensing transcriptional repressor Rex","2","2","1","2","857","","","","635","635","635","OAPGLPBN_00758","ECPKFHDG_00855"
"MroQ","","Membrane-embedded CAAX protease MroQ","2","2","1","2","872","","","","740","740","740","OAPGLPBN_00772","ECPKFHDG_00869"
"group_992","","hypothetical protein","2","2","1","2","1466","","","","386","386","386","OAPGLPBN_02117","ECPKFHDG_02220"
"group_993","","hypothetical protein","2","2","1","2","2083","","","","206","206","206","OAPGLPBN_01475","ECPKFHDG_01579"
"comGC","","ComG operon protein 3","2","2","1","2","1222","","","","317","317","317","OAPGLPBN_01151","ECPKFHDG_01255"
"group_995","","hypothetical protein","2","2","1","2","1837","","","","434","434","434","OAPGLPBN_01724","ECPKFHDG_01827"
"hslV","","ATP-dependent protease subunit HslV","2","2","1","2","2128","","","","542","542","542","OAPGLPBN_01430","ECPKFHDG_01534"
"lnrL","","Linearmycin resistance ATP-binding protein LnrL","2","2","1","2","199","","","","689","689","689","OAPGLPBN_00082","ECPKFHDG_00188"
"yhfK","","putative sugar epimerase YhfK","2","2","1","2","764","","","","656","656","656","OAPGLPBN_00660","ECPKFHDG_00758"
"bacF","","Transaminase BacF","2","2","1","2","403","","","","1160","1160","1160","OAPGLPBN_00289","ECPKFHDG_00389"
"group_10","","hypothetical protein","1","1","1","2","898","26","3","","176","176","176","","ECPKFHDG_00895"
"group_100","","hypothetical protein","1","1","1","2","44","29","63","","1628","1628","1628","","ECPKFHDG_00059"
"group_101","","hypothetical protein","1","1","1","2","45","29","64","","1349","1349","1349","","ECPKFHDG_00060"
"group_102","","hypothetical protein","1","1","1","2","46","29","65","","1793","1793","1793","","ECPKFHDG_00061"
"group_103","","hypothetical protein","1","1","1","2","47","29","66","","296","296","296","","ECPKFHDG_00062"
"group_104","","hypothetical protein","1","1","1","2","48","29","29","","1583","1583","1583","","ECPKFHDG_00063"
"group_105","","hypothetical protein","1","1","1","2","49","29","28","","932","932","932","","ECPKFHDG_00064"
"group_106","","hypothetical protein","1","1","1","2","50","29","27","","377","377","377","","ECPKFHDG_00065"
"group_107","","hypothetical protein","1","1","1","2","51","29","26","","497","497","497","","ECPKFHDG_00066"
"group_108","","hypothetical protein","1","1","1","2","52","29","25","","143","143","143","","ECPKFHDG_00067"
"group_109","","hypothetical protein","1","1","1","2","53","29","24","","1202","1202","1202","","ECPKFHDG_00068"
"speG_1","","Spermidine N(1)-acetyltransferase","1","1","1","2","54","29","23","","497","497","497","","ECPKFHDG_00069"
"group_111","","hypothetical protein","1","1","1","2","55","29","22","","410","410","410","","ECPKFHDG_00070"
"group_112","","hypothetical protein","1","1","1","2","56","29","21","","503","503","503","","ECPKFHDG_00071"
"group_113","","hypothetical protein","1","1","1","2","58","29","19","","92","92","92","","ECPKFHDG_00073"
"group_114","","hypothetical protein","1","1","1","2","59","29","18","","350","350","350","","ECPKFHDG_00074"
"group_115","","hypothetical protein","1","1","1","2","60","29","17","","1628","1628","1628","","ECPKFHDG_00075"
"group_116","","hypothetical protein","1","1","1","2","61","29","16","","1361","1361","1361","","ECPKFHDG_00076"
"group_117","","hypothetical protein","1","1","1","2","62","29","15","","614","614","614","","ECPKFHDG_00077"
"group_118","","hypothetical protein","1","1","1","2","63","29","14","","143","143","143","","ECPKFHDG_00078"
"group_119","","hypothetical protein","1","1","1","2","64","29","13","","359","359","359","","ECPKFHDG_00079"
"group_12","","hypothetical protein","1","1","1","2","1028","15","1","","2798","2798","2798","OAPGLPBN_00958",""
"czrA_1","","HTH-type transcriptional repressor CzrA","1","1","1","2","65","29","12","","326","326","326","","ECPKFHDG_00080"
"group_121","","hypothetical protein","1","1","1","2","66","29","11","","98","98","98","","ECPKFHDG_00081"
"zosA","","Zinc-transporting ATPase","1","1","1","2","67","29","10","","1925","1925","1925","","ECPKFHDG_00082"
"group_123","","hypothetical protein","1","1","1","2","68","29","9","","107","107","107","","ECPKFHDG_00083"
"group_124","","hypothetical protein","1","1","1","2","69","29","8","","569","569","569","","ECPKFHDG_00084"
"group_125","","hypothetical protein","1","1","1","2","70","29","7","","1157","1157","1157","","ECPKFHDG_00085"
"group_126","","hypothetical protein","1","1","1","2","71","29","6","","272","272","272","","ECPKFHDG_00086"
"lspA_1","","Lipoprotein signal peptidase","1","1","1","2","73","29","4","","377","377","377","","ECPKFHDG_00088"
"cadC","","Cadmium resistance transcriptional regulatory protein CadC","1","1","1","2","74","29","3","","401","401","401","","ECPKFHDG_00089"
"zupT_1","","Zinc transporter ZupT","1","1","1","2","75","29","2","","767","767","767","","ECPKFHDG_00090"
"cadA","","Cadmium-transporting ATPase","1","1","1","2","76","29","1","","2408","2408","2408","","ECPKFHDG_00091"
"group_131","pdhD_1","Dihydrolipoyl dehydrogenase","1","1","1","2","15","28","1","","1421","1421","1421","","ECPKFHDG_00093"
"group_132","","hypothetical protein","1","1","1","2","14","28","2","","662","662","662","","ECPKFHDG_00094"
"garB","","Glutathione amide reductase","1","1","1","2","12","28","4","","1346","1346","1346","","ECPKFHDG_00096"
"merR1","","Mercuric resistance operon regulatory protein","1","1","1","2","11","28","5","","407","407","407","","ECPKFHDG_00097"
"group_135","","hypothetical protein","1","1","1","2","10","28","6","","353","353","353","","ECPKFHDG_00098"
"group_136","","hypothetical protein","1","1","1","2","9","28","7","","680","680","680","","ECPKFHDG_00099"
"group_137","","hypothetical protein","1","1","1","2","8","28","8","","335","335","335","","ECPKFHDG_00100"
