"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","200","201","202","317","318","319","322","323","324","327","328","329","332","333","334"
"sdpR_4","","Transcriptional repressor SdpR","1","1","1","1","3879","399","18","","314","314","314","","","","","","","","","NFIBCCNE_02871","","","","","",""
"sdpR_5","","Transcriptional repressor SdpR","1","1","1","1","3853","401","7","","314","314","314","","","","","","","","","NFIBCCNE_02910","","","","","",""
"sdpR_6","","Transcriptional repressor SdpR","1","1","1","1","3727","1","352","","314","314","314","","","","","","","","","NFIBCCNE_02929","","","","","",""
"sdpR_7","","Transcriptional repressor SdpR","1","1","1","4","2","396","2","","314","314","314","","","","","","","","","NFIBCCNE_02974","","","","","",""
"group_130","","hypothetical protein","1","1","1","1","3743","1","291","","995","995","995","","","","","","","","","NFIBCCNE_02737","","","","","",""
"group_1300","","hypothetical protein","1","1","1","1","3493","1","200","","110","110","110","","","","","","","","","NFIBCCNE_02959","","","","","",""
"arsB_3","","Arsenical pump membrane protein","1","1","1","1","3838","1","136","","1289","1289","1289","","","","","","","","","NFIBCCNE_02804","","","","","",""
"arsB_4","","Arsenical pump membrane protein","1","1","1","1","3729","1","137","","1289","1289","1289","","","","","","","","","NFIBCCNE_02859","","","","","",""
"arsB_5","","Arsenical pump membrane protein","1","1","1","1","3878","399","17","","1289","1289","1289","","","","","","","","","NFIBCCNE_02870","","","","","",""
"arsB_6","","Arsenical pump membrane protein","1","1","1","1","3852","401","14","","1289","1289","1289","","","","","","","","","NFIBCCNE_02911","","","","","",""
"arsB_7","","Arsenical pump membrane protein","1","1","1","1","3726","1","351","","1289","1289","1289","","","","","","","","","NFIBCCNE_02930","","","","","",""
"arsB_8","","Arsenical pump membrane protein","1","1","1","4","1","396","1","","1289","1289","1289","","","","","","","","","NFIBCCNE_02973","","","","","",""
"group_1308","","hypothetical protein","1","1","1","1","3492","1","199","","134","134","134","","","","","","","","","NFIBCCNE_02958","","","","","",""
"group_131","","hypothetical protein","1","1","1","1","3504","1","227","","995","995","995","","","","","","","","","NFIBCCNE_02759","","","","","",""
"arsC_2","","Arsenate reductase","1","1","1","1","3563","1","89","","395","395","395","","","","","","","","","NFIBCCNE_02805","","","","","",""
"arsC_3","","Arsenate reductase","1","1","1","1","3877","399","16","","395","395","395","","","","","","","","","NFIBCCNE_02869","","","","","",""
"arsC_4","","Arsenate reductase","1","1","1","1","3851","401","13","","395","395","395","","","","","","","","","NFIBCCNE_02912","","","","","",""
"arsC_5","","Arsenate reductase","1","1","1","1","3725","1","350","","395","395","395","","","","","","","","","NFIBCCNE_02931","","","","","",""
"arsC_6","","Arsenate reductase","1","1","1","1","3491","1","198","","299","299","299","","","","","","","","","NFIBCCNE_02957","","","","","",""
"group_1316","","hypothetical protein","1","1","1","1","3702","1","112","","311","311","311","","","","","","","EPFCPEFD_02681","","","","","","","",""
"group_1317","","hypothetical protein","1","1","1","6","24","339","6","","311","311","311","","","","","","","EPFCPEFD_02714","","","","","","","",""
"group_1318","","hypothetical protein","1","1","1","1","3674","1","380","","299","299","299","","","","","","","EPFCPEFD_02705","","","","","","","",""
"group_132","","hypothetical protein","1","1","1","1","3860","1","310","","1016","1016","1016","","","","","","","","","NFIBCCNE_02889","","","","","",""
"group_1320","","hypothetical protein","1","1","1","1","3570","1","96","","173","173","173","","","","","","","","","NFIBCCNE_02812","","","","","",""
"group_1321","","hypothetical protein","1","1","1","1","3870","399","9","","173","173","173","","","","","","","","","NFIBCCNE_02862","","","","","",""
"group_1322","","hypothetical protein","1","1","1","1","3713","1","184","","173","173","173","","","","","","","","","NFIBCCNE_02943","","","","","",""
"group_1323","","hypothetical protein","1","1","1","1","3484","1","191","","173","173","173","","","","","","","","","NFIBCCNE_02950","","","","","",""
"group_133","","hypothetical protein","1","1","1","4","15","396","15","","623","623","623","","","","","","","","","NFIBCCNE_02987","","","","","",""
"group_1338","","ISNCY family transposase ISBli29","1","1","1","1","3684","1","390","","815","815","815","","","","","","","EPFCPEFD_02695","","","","","","","",""
"group_1339","","ISNCY family transposase ISBli29","1","1","1","6","7","339","16","","815","815","815","","","","","","","EPFCPEFD_02727","","","","","","","",""
"group_134","","hypothetical protein","1","1","1","1","3603","1","302","","461","461","461","","","","","","","","","NFIBCCNE_02895","","","","","",""
"group_135","","hypothetical protein","1","1","1","1","3826","1","165","","383","383","383","","","","","","","","","NFIBCCNE_02846","","","","","",""
"group_1352","","hypothetical protein","1","1","1","1","2246","174","211","","1898","1898","1898","","","","OCKNCMEG_02837","","","","","","","","","","",""
"group_1353","","hypothetical protein","1","1","1","1","2198","174","153","","1898","1898","1898","","","","","","PPDKNGKA_02829","","","","","","","","",""
"group_1356","","hypothetical protein","1","1","1","1","2188","174","154","","392","392","392","","","","OCKNCMEG_02819","","","","","","","","","","",""
"group_1358","","hypothetical protein","1","1","1","1","2101","174","235","","947","947","947","","","","","","PPDKNGKA_02889","","","","","","","","",""
"group_136","","hypothetical protein","1","1","1","1","3827","1","166","","224","224","224","","","","","","","","","NFIBCCNE_02847","","","","","",""
"group_1360","","hypothetical protein","1","1","1","1","2111","174","245","","974","974","974","","","","","","PPDKNGKA_02879","","","","","","","","",""
"group_1362","","hypothetical protein","1","1","1","1","2110","174","244","","287","287","287","","","","","","PPDKNGKA_02880","","","","","","","","",""
"group_1364","","hypothetical protein","1","1","1","1","2106","174","240","","383","383","383","","","","","","PPDKNGKA_02884","","","","","","","","",""
"recX_2","","Regulatory protein RecX","1","1","1","5","19","178","4","","677","677","677","","","","","OIJDMNBO_02828","","","","","","","","","",""
"recX_3","","Regulatory protein RecX","1","1","1","5","28","178","13","","740","740","740","","","","","OIJDMNBO_02837","","","","","","","","","",""
"hemL2_2","","Glutamate-1-semialdehyde 2,1-aminomutase 2","1","1","1","5","10","178","29","","923","923","923","","","","","OIJDMNBO_02846","","","","","","","","","",""
"hemL2_3","","Glutamate-1-semialdehyde 2,1-aminomutase 2","1","1","1","5","9","178","28","","1145","1145","1145","","","","","OIJDMNBO_02847","","","","","","","","","",""
"group_137","","hypothetical protein","1","1","1","1","3604","1","301","","224","224","224","","","","","","","","","NFIBCCNE_02896","","","","","",""
"group_139","","hypothetical protein","1","1","1","1","3614","1","317","","305","305","305","","","","","","","","","NFIBCCNE_02891","","","","","",""
"group_1393","","hypothetical protein","1","1","1","1","3550","1","52","","422","422","422","","","","","","","EPFCPEFD_02659","","","","","","","",""
"group_1394","","hypothetical protein","1","1","1","1","3555","1","107","","545","545","545","","","","","","","EPFCPEFD_02685","","","","","","","",""
"group_1395","","hypothetical protein","1","1","1","1","3671","1","377","","545","545","545","","","","","","","EPFCPEFD_02708","","","","","","","",""
"group_1396","","hypothetical protein","1","1","1","6","16","339","25","","545","545","545","","","","","","","EPFCPEFD_02718","","","","","","","",""
"group_1397","","hypothetical protein","1","1","1","1","3547","1","55","","185","185","185","","","","","","","EPFCPEFD_02662","","","","","","","",""
"group_1398","","hypothetical protein","1","1","1","6","13","339","22","","185","185","185","","","","","","","EPFCPEFD_02721","","","","","","","",""
"group_1399","","hypothetical protein","1","1","1","1","3558","1","110","","155","155","155","","","","","","","EPFCPEFD_02688","","","","","","","",""
"group_140","","hypothetical protein","1","1","1","1","3623","1","319","","269","269","269","","","","","","","","","NFIBCCNE_02893","","","","","",""
"group_1407","","hypothetical protein","1","1","1","1","3518","1","221","","287","287","287","","","","","","","","","","","","HAOGAOPA_02688","","",""
"group_1408","","hypothetical protein","1","1","1","1","3517","1","220","","278","278","278","","","","","","","","","","","","HAOGAOPA_02689","","",""
"sarT_2","","HTH-type transcriptional regulator SarT","1","1","1","1","2713","13","39","","356","356","356","","","","","","","","","","","","","","KHHHHCOB_02604",""
"sarT_3","","HTH-type transcriptional regulator SarT","1","1","1","1","2712","13","52","","167","167","167","","","","","","","","","","","","","","KHHHHCOB_02605",""
"group_1413","","hypothetical protein","1","1","1","1","2717","13","35","","530","530","530","","","","","","","","","","","","","","KHHHHCOB_02600",""
"group_1414","","hypothetical protein","1","1","1","1","2707","13","47","","530","530","530","","","","","","","","","","","","","","KHHHHCOB_02610",""
"group_1415","","hypothetical protein","1","1","1","1","2724","13","14","","428","428","428","","","","","","","","","","","","","","KHHHHCOB_02579",""
"group_1416","","hypothetical protein","1","1","1","1","2698","13","8","","689","689","689","","","","","","","","","","","","","","KHHHHCOB_00154",""
"group_1418","","hypothetical protein","1","1","1","1","2706","13","46","","689","689","689","","","","","","","","","","","","","","KHHHHCOB_02611",""
"group_1419","","hypothetical protein","1","1","1","1","2725","13","15","","143","143","143","","","","","","","","","","","","","","KHHHHCOB_02580",""
"group_1421","","hypothetical protein","1","1","1","1","2742","13","32","","308","308","308","","","","","","","","","","","","","","KHHHHCOB_02597",""
"group_1422","","hypothetical protein","1","1","1","1","2727","13","17","","212","212","212","","","","","","","","","","","","","","KHHHHCOB_02582",""
"group_143","","hypothetical protein","1","1","1","1","3758","1","225","","581","581","581","","","","","","","","","NFIBCCNE_02761","","","","","",""
"group_144","","hypothetical protein","1","1","1","1","3823","1","162","","656","656","656","","","","","","","","","NFIBCCNE_02843","","","","","",""
"group_145","","hypothetical protein","1","1","1","4","18","396","18","","260","260","260","","","","","","","","","NFIBCCNE_02990","","","","","",""
"group_146","","hypothetical protein","1","1","1","1","3620","1","311","","329","329","329","","","","","","","","","","","","HAOGAOPA_02678","","",""
"group_147","","hypothetical protein","1","1","1","1","3619","1","312","","215","215","215","","","","","","","","","","","","HAOGAOPA_02677","","",""
"mco_10","","Multicopper oxidase mco","1","1","1","1","3610","1","298","","1436","1436","1436","","","","","","","","","NFIBCCNE_02899","","","","","",""
"mco_4","","Multicopper oxidase mco","1","1","1","1","3507","1","230","","1433","1433","1433","","","","","","","","","NFIBCCNE_02756","","","","","",""
"mco_8","","Multicopper oxidase mco","1","1","1","1","3867","1","303","","428","428","428","","","","","","","","","NFIBCCNE_02882","","","","","",""
"mco_3","","Multicopper oxidase mco","1","1","1","1","3608","1","296","","1067","1067","1067","","","","","","","","","NFIBCCNE_02732","","","","","",""
"group_153","","hypothetical protein","1","1","1","1","3865","1","305","","104","104","104","","","","","","","","","NFIBCCNE_02884","","","","","",""
"group_154","mco_2","Multicopper oxidase mco","1","1","1","1","3513","1","216","","1433","1433","1433","","","","","","","","","","","","HAOGAOPA_02693","","",""
"mco_6","","Multicopper oxidase mco","1","1","1","1","3845","404","5","","347","347","347","","","","","","","","","NFIBCCNE_02792","","","","","",""
"mco_7","","Multicopper oxidase mco","1","1","1","1","3830","1","169","","1433","1433","1433","","","","","","","","","NFIBCCNE_02850","","","","","",""
"mco_11","","Multicopper oxidase mco","1","1","1","1","3737","1","177","","1433","1433","1433","","","","","","","","","NFIBCCNE_02921","","","","","",""
"mco_13","","Multicopper oxidase mco","1","1","1","4","10","396","10","","1433","1433","1433","","","","","","","","","NFIBCCNE_02982","","","","","",""
"mco_5","","Multicopper oxidase mco","1","1","1","1","3844","404","4","","263","263","263","","","","","","","","","NFIBCCNE_02791","","","","","",""
"group_1692","","hypothetical protein","1","1","1","1","2161","174","145","","167","167","167","","","","OCKNCMEG_00006","","","","","","","","","","",""
"group_1693","","hypothetical protein","1","1","1","1","2134","174","254","","206","206","206","","","","OCKNCMEG_00008","","","","","","","","","","",""
"group_1694","","hypothetical protein","1","1","1","1","1393","174","127","","176","176","176","","","","","","PPDKNGKA_01929","","","","","","","","",""
"group_1696","","hypothetical protein","1","1","1","1","2116","174","23","","176","176","176","","","","OCKNCMEG_02878","","","","","","","","","","",""
"group_1697","","hypothetical protein","1","1","1","1","1392","174","126","","236","236","236","","","","","","PPDKNGKA_01930","","","","","","","","",""
"group_1699","","hypothetical protein","1","1","1","1","2201","174","21","","236","236","236","","","","OCKNCMEG_02876","","","","","","","","","","",""
"group_1700","","hypothetical protein","1","1","1","1","1378","174","125","","287","287","287","","","","","","PPDKNGKA_01931","","","","","","","","",""
"group_1702","","hypothetical protein","1","1","1","1","2202","174","20","","287","287","287","","","","OCKNCMEG_02875","","","","","","","","","","",""
"group_1703","","hypothetical protein","1","1","1","1","1383","174","104","","236","236","236","","","","","","PPDKNGKA_01936","","","","","","","","",""
"group_1705","","hypothetical protein","1","1","1","1","2207","174","15","","236","236","236","","","","OCKNCMEG_02870","","","","","","","","","","",""
"group_1706","","hypothetical protein","1","1","1","1","1385","174","106","","185","185","185","","","","","","PPDKNGKA_01938","","","","","","","","",""
"group_1708","","hypothetical protein","1","1","1","1","2210","174","12","","185","185","185","","","","OCKNCMEG_02867","","","","","","","","","","",""
"group_1709","","hypothetical protein","1","1","1","1","1386","174","107","","404","404","404","","","","","","PPDKNGKA_01939","","","","","","","","",""
